Order #,Purchase Date,Day,Order Status,Marketplace Seller,Seller_Raw,Attribute Set,Name,SKU,Qty Ordered,Item Price,Row Total,Discount Amount,Value After Discounts,Coupon Code,Customer Region,Payment Method,Purchase Point
2005955314,2026-07-02 03:00:16,Jul 02,Processing,MP,aeroegy,Mattress,كفر مرتبة قطن وتربروف، طول 200 سم,AEROEGYWIT200X100,2.0,230.0,460.0,23.0,437.0,tex200,الساحل الشمالي,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955311,2026-07-02 02:59:59,Jul 02,Complete,MP,ehabgroup,Mobile Phones,موبايل سمارت هونر X6C، مساحة تخزين 256 جيجابايت، 6 جيجا رام، شبكة الجيل الرابع - أبيض,6936520869589-ehabgroup,1.0,8899.0,8899.0,400.0,8499.0,GWAZ400,الأسكندرية,Credit/Debit Card,"Raneen
   Raneen Store
      العربية
"
2005955308,2026-07-02 02:59:53,Jul 02,Pending Payment,raneen,raneen,Refrigerators &amp; Freezers,ديب فريزر افقي باساب، ديفروست، سعة 250 لتر، ES335 - فضي,EL1129652SLV,1.0,11999.0,11999.0,400.0,11599.0,GWAZ400,كفر الشيخ,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955305,2026-07-02 02:59:00,Jul 02,Pending Payment,raneen,raneen,Storage,شانون بلاستيك الوطنية، 5 درج، 109×38×47 سم - بني بيج,HO1126905BNB,1.0,1199.0,1199.0,0.0,1199.0,,الجيزة,valU,"Raneen
   Raneen Store
      العربية
"
2005955302,2026-07-02 02:58:47,Jul 02,Pending Payment,MP,elandalos,Air Conditioner,تكييف سبليت تورنيدو ، 1.5 حصان ، بارد - ساخن ، TY-LX12CHE انفرتر - ابيض,TY-LX12CHE,1.0,24144.0,24144.0,0.0,24144.0,,القاهرة,Aman,"Raneen
   Raneen Store
      العربية
"
2005955299,2026-07-02 02:58:00,Jul 02,Pending Payment,raneen,raneen,Refrigerators &amp; Freezers,ديب فريزر افقي باساب، ديفروست، سعة 250 لتر، ES335 - فضي,EL1129652SLV,1.0,11999.0,11999.0,400.0,11599.0,GWAZ400,كفر الشيخ,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955296,2026-07-02 02:57:59,Jul 02,Complete,MP,dubaiphone,Mobile Phones,موبايل سمارت انفينكس Smart 20، شريحتين، شبكة الجل الرابع، 64 جيجا بايت، 4 جيجا رام - ازرق,4894947122637,1.0,6300.0,6300.0,315.0,5985.0,GWAZ400,الغربية,Paymob Wallet,"Raneen
   Raneen Store
      العربية
"
2005955293,2026-07-02 02:57:49,Jul 02,Pending Payment,MP,attallah,Air Coolers,مبرد هواء تربو ديجيتال فريش، 25 لتر- ابيض,500013832-attalla,1.0,3855.0,3855.0,0.0,3855.0,,القاهرة,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955290,2026-07-02 02:57:35,Jul 02,Pending Payment,MP,elandalos,Air Conditioner,تكييف سبليت تورنيدو ، 1.5 حصان ، بارد - ساخن ، TY-LX12CHE انفرتر - ابيض,TY-LX12CHE,1.0,24144.0,24144.0,400.0,23744.0,GWAZ400,القاهرة,valU,"Raneen
   Raneen Store
      العربية
"
2005955287,2026-07-02 02:56:36,Jul 02,Pending Payment,raneen,raneen,Televisions,تلفزيون كاسيل، 32 بوصة، HD، CT2132 - اسود,EL1105716BLK,1.0,4999.0,4999.0,0.0,4999.0,,القليوبية,El-Ahly Installments,"Raneen
   Raneen Store
      العربية
"
2005955284,2026-07-02 02:56:30,Jul 02,Pending Payment,raneen,raneen,Air Coolers,مبرد هواء فريش، 210 وات، 60 لتر، FA-M60 - ابيض رمادي فاتح,EL1069767WNG,1.0,4499.0,4499.0,224.95,4274.05,GWAZ400,القاهرة,valU,"Raneen
   Raneen Store
      العربية
"
2005955281,2026-07-02 02:56:23,Jul 02,Complete,MP,dubaiphone,Mobile Phones,موبايل سمارت انفينكس Smart 20، شريحتين، شبكة الجل الرابع، 64 جيجا بايت، 4 جيجا رام - ازرق,4894947122637,1.0,6300.0,6300.0,315.0,5985.0,GWAZ400,الغربية,Paymob Wallet,"Raneen
   Raneen Store
      العربية
"
2005955278,2026-07-02 02:55:47,Jul 02,Complete,MP,hometech2024,Fans,مروحة حائط اكاي، 18 بوصة، 5 شفرات، ‎AK-18WA - اسود ابيض,hometech2024FS40/1659,1.0,875.0,875.0,43.75,831.25,gwaz400,القاهرة,Credit/Debit Card,"Raneen
   Raneen Store
      العربية
"
2005955275,2026-07-02 02:54:16,Jul 02,Pending,MP,abdelaziz,Shaving &amp; Grooming,ماكينة ازالة الشعر VGR، قدرة 1400 مللي أمبير، V-759 - بينك,V-759,1.0,1099.0,1099.0,0.0,1099.0,,الشرقية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955272,2026-07-02 02:54:11,Jul 02,Pending Payment,raneen,raneen,Cookers,بوتجاز الاهرام، 5 شعلة، 80×60 سم، ستانلس بالكامل - فضى اسود,EL1109460SLV,1.0,5889.0,5889.0,294.45,5594.55,GWAZ400,الغربية,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955269,2026-07-02 02:53:42,Jul 02,Pending Payment,MP,alsorgy,Mobile Phones,موبايل نوكيا 125 شريحتين اتصال، 4 ميجابايت، شبكة الجيل الثاني - اسود,Nokia 125 Black-alsorgy,1.0,799.0,799.0,0.0,799.0,,الجيزة,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955266,2026-07-02 02:53:30,Jul 02,Complete,MP,dubaiphone,Mobile Phones,موبايل سمارت انفينكس Smart 20، شريحتين، شبكة الجل الرابع، 64 جيجا بايت، 4 جيجا رام - ازرق,4894947122637,1.0,6300.0,6300.0,315.0,5985.0,GWAZ400,الغربية,Paymob Wallet,"Raneen
   Raneen Store
      العربية
"
2005955263,2026-07-02 02:53:25,Jul 02,Complete,MP,vooc,Mobile Phones,موبايل سمارت هونر X6c جيجابايت رام 6، 128 جيجابايت تخزين، شبكة الجيل الرابع - أسود,honor-x6c-128gb-6gb-4g-black,1.0,8900.0,8900.0,400.0,8500.0,GWAZ400,الأسكندرية,Credit/Debit Card,"Raneen
   Raneen Store
      العربية
"
2005955260,2026-07-02 02:52:58,Jul 02,Pending Payment,MP,asmagroup,Washers &amp; Dryer,غسالة فوق اوتوماتيك توشيبا، تحميل علوي، 13 كيلو جرام، مزودة بنظام UFB وتقنية جريت ويفز، AW-DUK1300KUPEG(MK) - رمادي,AW-DUK1300KUPEG(MK)-thehome,1.0,17489.0,17489.0,0.0,17489.0,,الأسماعيلية,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005947226,2026-07-02 02:52:42,Jul 02,Pending Payment,MP,bigfurniture,Sofa,كنبة سرير خشب زان، 60×190×80 سم - رمادي,YMBIG41GRY-1,1.0,7669.0,7669.0,0.0,7669.0,,البحر الأحمر,El-Ahly Installments,"Raneen
   Raneen Store
      العربية
"
2005947226,2026-07-02 02:52:42,Jul 02,Pending Payment,MP,lazord,Cookware,سوتيز لابيس جرانيت بمصفاة استانلس، 24 سم، ، قطعتين - اسود,6224003525191,1.0,571.0,571.0,0.0,571.0,,البحر الأحمر,El-Ahly Installments,"Raneen
   Raneen Store
      العربية
"
2005947226,2026-07-02 02:52:42,Jul 02,Pending Payment,raneen,raneen,Air Coolers,مبرد هواء سوناي، ديجيتال، 60 لتر، 3 سرعات، ريموت كنترول، MAR-60DG - ابيض رمادي,EL1146956WNG,1.0,5659.0,5659.0,0.0,5659.0,,البحر الأحمر,El-Ahly Installments,"Raneen
   Raneen Store
      العربية
"
2005955257,2026-07-02 02:51:58,Jul 02,Pending Payment,MP,alsorgy,Mobile Phones,موبايل نوكيا 125 شريحتين اتصال، 4 ميجابايت، شبكة الجيل الثاني - اسود,Nokia 125 Black-alsorgy,1.0,799.0,799.0,0.0,799.0,,الجيزة,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955161,2026-07-02 02:51:48,Jul 02,Pending Payment,raneen,raneen,Mobile Accessories,جراب حمايه لانيكس، متوافق مع ايفون 13 برو ماكس - متعدد الالوان,EL1110427WM3,1.0,19.0,19.0,0.0,19.0,,الساحل الشمالي,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955161,2026-07-02 02:51:48,Jul 02,Pending Payment,MP,dukanalaa,Batteries,بطارية ريموت توشيبا متعددة الاستخدام 1.5 فولت - 4 قطعة,rb1.5v4-alla,1.0,69.0,69.0,0.0,69.0,,الساحل الشمالي,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955161,2026-07-02 02:51:48,Jul 02,Pending Payment,MP,aeroegy,Mattress,كفر مرتبة قطن وتربروف، طول 200 سم,AEROEGYWIT200X100,2.0,230.0,460.0,0.0,460.0,,الساحل الشمالي,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955254,2026-07-02 02:51:33,Jul 02,Pending,raneen,raneen,Suction Fan,شفاط حائط فريش، 25 سم، اتجاه واحد,EL1044598WIT,2.0,875.0,1750.0,87.5,1662.5,gwaz400,البحيرة,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955254,2026-07-02 02:51:33,Jul 02,Pending,raneen,raneen,Suction Fan,شفاط حمام تورنيدو، 25 سم، شبكة للحماية والخصوصية، TVS-25CM - كريمي,EL1131362KRM,3.0,1260.0,3780.0,189.0,3591.0,gwaz400,البحيرة,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955254,2026-07-02 02:51:33,Jul 02,Pending,raneen,raneen,Fans,مروحة ستاند تورنيدو، 18 بوصة، 4 ريشة، 3 سرعات، TSF-18XW - أسود,EL1071300BLK,1.0,2404.0,2404.0,120.2,2283.8,gwaz400,البحيرة,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955251,2026-07-02 02:50:37,Jul 02,Pending Payment,raneen,raneen,Refrigerators &amp; Freezers,ديب فريزر افقي باساب، ديفروست، سعة 250 لتر، ES335 - فضي,EL1129652SLV,1.0,11999.0,11999.0,400.0,11599.0,GWAZ400,كفر الشيخ,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955248,2026-07-02 02:49:43,Jul 02,Pending Payment,MP,asmagroup,Washers &amp; Dryer,غسالة ملابس فول اوتوماتيك هاير، انفرتر،9 كجم،HW90-BP14929AS6 - فضي داكن,HW90-BP14929AS6-thehome,1.0,18549.0,18549.0,0.0,18549.0,,السويس,valU,"Raneen
   Raneen Store
      العربية
"
2005955245,2026-07-02 02:49:10,Jul 02,Pending Payment,raneen,raneen,Refrigerators &amp; Freezers,ديب فريزر افقي باساب، ديفروست، سعة 250 لتر، ES335 - فضي,EL1129652SLV,1.0,11999.0,11999.0,400.0,11599.0,GWAZ400,كفر الشيخ,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955239,2026-07-02 02:48:20,Jul 02,Complete,MP,alaasasmarketplace,Underwear’s,طقم بوكسر و فانلة قطن للرجال دايس، 3 قطع، مقاس XL - متعدد الالوان,Qa-25,2.0,603.84,1207.68,0.0,1207.68,,القاهرة,El-Ahly Installments,"Raneen
   Raneen Store
      العربية
"
2005955242,2026-07-02 02:48:18,Jul 02,Pending Payment,MP,electricshop,Dishwasher,غسالة اطباق بيكو، 13 فرد، 5 برامج، 60 سم، DVN05325X - فضي,EL1122633DSL-electricshop,1.0,20000.0,20000.0,0.0,20000.0,,القاهرة,Credit/Debit Card,"Raneen
   Raneen Store
      العربية
"
2005955236,2026-07-02 02:47:16,Jul 02,Processing,raneen,raneen,Fans,مروحة بوكس فريش، 14 بوصة 3 سرعات - ابيض رمادى,EL1079390WNG,1.0,1179.0,1179.0,58.95,1120.05,GWAZ400,الأسكندرية,Credit/Debit Card,"Raneen
   Raneen Store
      العربية
"
2005955233,2026-07-02 02:47:11,Jul 02,Pending Payment,MP,katoshappliances,Refrigerators &amp; Freezers,ثلاجة نوفروست شارب، 450 لتر، 2 باب، SJ-58C(ST) - فضي,katoshAppliances-167,1.0,36799.0,36799.0,0.0,36799.0,,أسيوط,Bank Misr Installments,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم مج استكانة زجاج، 6 قطع، 210 مل - شفاف,HO1130157CL1,1.0,55.0,55.0,0.0,55.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم مج استكانة زجاج، 6 قطع، 210 مل - شفاف,HO1130157CL2,1.0,55.0,55.0,0.0,55.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم مج زجاج، 6 قطع، 175 مل - شفاف,HO1131530CLR,1.0,129.0,129.0,0.0,129.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم مج بورسلين لوتس دريم، 4 قطع، 350 مللي - متعدد الالوان,HO1110779MC6,1.0,287.0,287.0,0.0,287.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,مج بورسلين، 450 مل - ابيض اسود,HO1146294WT3,1.0,75.0,75.0,0.0,75.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,مج بورسلين، 450 مل - ابيض روز,HO1146294WT4,1.0,75.0,75.0,0.0,75.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,مج زجاج بالشاليموه بغطاء معدن دانتا، 450 مل - شفاف بينك,HO1082989PNK,2.0,85.0,170.0,0.0,170.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,MP,smbfortrade,Drinkware,طقم مجات بورسلين ديليسيا، 4 قطع - متعدد الالوان,7865156666103,1.0,173.0,173.0,0.0,173.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,مج بورسلين، 350 مل - متعدد الالوان,HO1146460MC3,2.0,50.0,100.0,0.0,100.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم شوب زجاج، 3 قطع، 230 مل - شفاف,HO1129507CLR,2.0,60.0,120.0,0.0,120.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم كاسات زجاج بوهيما، 6 قطع، 260 مل - شفاف ذهبي,HO1149072CLR,1.0,299.0,299.0,0.0,299.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,"طقم شوب زجاج باشابتشى, 6 قطع, PA-42199-B - شفاف",HO1012450CLR,1.0,160.0,160.0,0.0,160.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم اكواب اكواتك، 18 قطعة - شفاف,HO1093911CLR,1.0,225.0,225.0,0.0,225.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم كاسات عصير زجاج، 6 قطع، 350 مل - شفاف,HO1076520CLR,1.0,75.0,75.0,0.0,75.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم كاسات جيلى زجاج جلاكسي جلاس، 6 قطع، 420 مل - شفاف,HO1148814CLR,2.0,167.0,334.0,0.0,334.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Drinkware,طقم كاسات زجاج كلوديا، 18 قطعة - شفاف,HO1067470CLR,1.0,225.0,225.0,0.0,225.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Cookware,طقم حلل تيفال تروفال، 12 قطعة - احمر داكن,HO1139425DRD,1.0,1999.0,1999.0,0.0,1999.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,MP,lazord,Cookware,لبانة جرانيت بيد استانلس ستيل من لازورد ، مقاس 16 سم - اسود,6224010564954,1.0,474.0,474.0,0.0,474.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955230,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Cookware,طقم أطباق فرن مستطيلة من الجرانيت من نوفال، قطعتين - أسود,HO1107052BK1,1.0,799.0,799.0,0.0,799.0,,القليوبية,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955227,2026-07-02 02:46:41,Jul 02,Pending,raneen,raneen,Water Heaters,سخان كهرباء اوليمبيك، 1500 وات، 50 لتر، OYE05061WN - ابيض,EL1094896WIT,1.0,3789.0,3789.0,0.0,3789.0,,القاهرة,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
2005955227,2026-07-02 02:46:41,Jul 02,Pending,MP,grandmakaa,Water Filters,طقم غيار فلتر تانك برو 6 مراحل لتنقية المياه,RAN-BUDF6VS,1.0,649.0,649.0,0.0,649.0,,القاهرة,Cash On Delivery,"Raneen
   Raneen Store
      العربية
"
